,Indicator Code,Indicator Name,Table,Indicator,PCT
50,SPID15LFP,Labor force participation rate by sex and age (%),WB_SPI,SPID15LFP,1.0
51,SPID416LABR,Labor Force Survey (Availability score over 10 years),WB_SPI,SPID416LABR,0.880184331797235
52,SPID51DILG,Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,WB_SPI,SPID51DILG,0.1949884792626728
53,SPID24NADA,NADA metadata,WB_SPI,SPID24NADA,0.2191820276497695
54,SPID522NABY,National Accounts base year,WB_SPI,SPID522NABY,0.2479838709677419
55,SPID22Opennesssubscore,ODIN Open Data Openness score,WB_SPI,SPID22Opennesssubscore,0.2404953917050691
56,SPIINDEXPIL1,Pillar 1 - Data Use - Score,WB_SPI,SPIINDEXPIL1,1.0
57,SPIINDEXPIL2,Pillar 2 - Data Services - Score,WB_SPI,SPIINDEXPIL2,0.1993087557603686
58,SPIINDEXPIL3,Pillar 3 - Data Products - Score,WB_SPI,SPIINDEXPIL3,0.9288594470046084
59,SPIINDEXPIL4,Pillar 4 - Data Sources - Score,WB_SPI,SPIINDEXPIL4,0.1984447004608295
60,SPIINDEXPIL5,Pillar 5 - Data Infrastructure - Score,WB_SPI,SPIINDEXPIL5,0.2174539170506912
61,SPID411POPU,Population & Housing census (Availability score over 20 years),WB_SPI,SPID411POPU,0.2479838709677419
62,SPID15DTTDSDPPFXPZS,Quality of Debt service data according to World Bank,WB_SPI,SPID15DTTDSDPPFXPZS,1.0
63,RAWD22Downloadoptions,Raw score for ODIN Download Options score,WB_SPI,RAWD22Downloadoptions,0.2404953917050691
64,RAWD22Machinereadable,Raw score for ODIN Machine Readability Score,WB_SPI,RAWD22Machinereadable,0.2404953917050691
65,RAWD22Metadataavailable,Raw score for ODIN Metadata Availability score,WB_SPI,RAWD22Metadataavailable,0.2404953917050691
66,RAWD22Nonproprietary,Raw score for ODIN Non Proprietary Data Format score,WB_SPI,RAWD22Nonproprietary,0.2404953917050691
67,RAWD22Termsofuse,Raw score for ODIN Terms of Use score,WB_SPI,RAWD22Termsofuse,0.2404953917050691
68,SPID15SAFEMANWATER,Safely Managed Drinking Water,WB_SPI,SPID15SAFEMANWATER,1.0
69,SPID21GDDS,SDDS/e-GDDS subscription,WB_SPI,SPID21GDDS,0.3689516129032258
70,SPIINDEX,SPI Overall Score,WB_SPI,SPIINDEX,0.1984447004608295
71,SPID521SNAU,System of national accounts in use,WB_SPI,SPID521SNAU,0.2479838709677419
72,SPPOPDPND,Age dependency ratio (% of working-age population),WB_Pop,SPPOPDPND,0.9107248333473968
73,SPPOPDPNDOL,"Age dependency ratio, old",WB_Pop,SPPOPDPNDOL,0.9107248333473968
74,SPPOPDPNDYG,"Age dependency ratio, young",WB_Pop,SPPOPDPNDYG,0.9107248333473968
75,SPPOPAG00FEIN,"Age population, age 00, female, interpolated",WB_Pop,SPPOPAG00FEIN,0.7431862290102101
76,SPPOPAG00MAIN,"Age population, age 00, male, interpolated",WB_Pop,SPPOPAG00MAIN,0.7431862290102101
77,SPPOPAG01FEIN,"Age population, age 01, female, interpolated",WB_Pop,SPPOPAG01FEIN,0.7431862290102101
78,SPPOPAG01MAIN,"Age population, age 01, male, interpolated",WB_Pop,SPPOPAG01MAIN,0.7431862290102101
79,SPPOPAG02FEIN,"Age population, age 02, female, interpolated",WB_Pop,SPPOPAG02FEIN,0.7431862290102101
80,SPPOPAG02MAIN,"Age population, age 02, male, interpolated",WB_Pop,SPPOPAG02MAIN,0.7431862290102101
81,SPPOPAG03FEIN,"Age population, age 03, female, interpolated",WB_Pop,SPPOPAG03FEIN,0.7431862290102101
82,SPPOPAG03MAIN,"Age population, age 03, male, interpolated",WB_Pop,SPPOPAG03MAIN,0.7431862290102101
83,SPPOPAG04FEIN,"Age population, age 04, female, interpolated",WB_Pop,SPPOPAG04FEIN,0.7431862290102101
84,SPPOPAG04MAIN,"Age population, age 04, male, interpolated",WB_Pop,SPPOPAG04MAIN,0.7431862290102101
85,SPPOPAG05FEIN,"Age population, age 05, female, interpolated",WB_Pop,SPPOPAG05FEIN,0.7431862290102101
86,SPPOPAG05MAIN,"Age population, age 05, male, interpolated",WB_Pop,SPPOPAG05MAIN,0.7431862290102101
87,SPPOPAG06FEIN,"Age population, age 06, female, interpolated",WB_Pop,SPPOPAG06FEIN,0.7431862290102101
88,SPPOPAG06MAIN,"Age population, age 06, male, interpolated",WB_Pop,SPPOPAG06MAIN,0.7431862290102101
89,SPPOPAG07FEIN,"Age population, age 07, female, interpolated",WB_Pop,SPPOPAG07FEIN,0.7431862290102101
90,SPPOPAG07MAIN,"Age population, age 07, male, interpolated",WB_Pop,SPPOPAG07MAIN,0.7431862290102101
91,SPPOPAG08FEIN,"Age population, age 08, female, interpolated",WB_Pop,SPPOPAG08FEIN,0.7431862290102101
92,SPPOPAG08MAIN,"Age population, age 08, male, interpolated",WB_Pop,SPPOPAG08MAIN,0.7431862290102101
93,SPPOPAG09FEIN,"Age population, age 09, female, interpolated",WB_Pop,SPPOPAG09FEIN,0.7431862290102101
94,SPPOPAG09MAIN,"Age population, age 09, male, interpolated",WB_Pop,SPPOPAG09MAIN,0.7431862290102101
95,SPPOPAG10FEIN,"Age population, age 10, female, interpolated",WB_Pop,SPPOPAG10FEIN,0.7431862290102101
96,SPPOPAG10MAIN,"Age population, age 10, male, interpolated",WB_Pop,SPPOPAG10MAIN,0.7431862290102101
97,SPPOPAG11FEIN,"Age population, age 11, female, interpolated",WB_Pop,SPPOPAG11FEIN,0.7431862290102101
98,SPPOPAG11MAIN,"Age population, age 11, male, interpolated",WB_Pop,SPPOPAG11MAIN,0.7431862290102101
99,SPPOPAG12FEIN,"Age population, age 12, female, interpolated",WB_Pop,SPPOPAG12FEIN,0.7431862290102101
100,SPPOPAG12MAIN,"Age population, age 12, male, interpolated",WB_Pop,SPPOPAG12MAIN,0.7431862290102101
101,SPPOPAG13FEIN,"Age population, age 13, female, interpolated",WB_Pop,SPPOPAG13FEIN,0.7431862290102101
102,SPPOPAG13MAIN,"Age population, age 13, male, interpolated",WB_Pop,SPPOPAG13MAIN,0.7431862290102101
103,SPPOPAG14FEIN,"Age population, age 14, female, interpolated",WB_Pop,SPPOPAG14FEIN,0.7431862290102101
104,SPPOPAG14MAIN,"Age population, age 14, male, interpolated",WB_Pop,SPPOPAG14MAIN,0.7431862290102101
105,SPPOPAG15FEIN,"Age population, age 15, female, interpolated",WB_Pop,SPPOPAG15FEIN,0.7431862290102101
106,SPPOPAG15MAIN,"Age population, age 15, male, interpolated",WB_Pop,SPPOPAG15MAIN,0.7431862290102101
107,SPPOPAG16FEIN,"Age population, age 16, female, interpolated",WB_Pop,SPPOPAG16FEIN,0.7431862290102101
108,SPPOPAG16MAIN,"Age population, age 16, male, interpolated",WB_Pop,SPPOPAG16MAIN,0.7431862290102101
109,SPPOPAG17FEIN,"Age population, age 17, female, interpolated",WB_Pop,SPPOPAG17FEIN,0.7431862290102101
110,SPPOPAG17MAIN,"Age population, age 17, male, interpolated",WB_Pop,SPPOPAG17MAIN,0.7431862290102101
111,SPPOPAG18FEIN,"Age population, age 18, female, interpolated",WB_Pop,SPPOPAG18FEIN,0.7431862290102101
112,SPPOPAG18MAIN,"Age population, age 18, male, interpolated",WB_Pop,SPPOPAG18MAIN,0.7431862290102101
113,SPPOPAG19FEIN,"Age population, age 19, female, interpolated",WB_Pop,SPPOPAG19FEIN,0.7431862290102101
114,SPPOPAG19MAIN,"Age population, age 19, male, interpolated",WB_Pop,SPPOPAG19MAIN,0.7431862290102101
115,SPPOPAG20FEIN,"Age population, age 20, female, interpolated",WB_Pop,SPPOPAG20FEIN,0.7431862290102101
116,SPPOPAG20MAIN,"Age population, age 20, male, interpolated",WB_Pop,SPPOPAG20MAIN,0.7431862290102101
117,SPPOPAG21FEIN,"Age population, age 21, female, interpolated",WB_Pop,SPPOPAG21FEIN,0.7431862290102101
118,SPPOPAG21MAIN,"Age population, age 21, male, interpolated",WB_Pop,SPPOPAG21MAIN,0.7431862290102101
119,SPPOPAG22FEIN,"Age population, age 22, female, interpolated",WB_Pop,SPPOPAG22FEIN,0.7431862290102101
120,SPPOPAG22MAIN,"Age population, age 22, male, interpolated",WB_Pop,SPPOPAG22MAIN,0.7431862290102101
121,SPPOPAG23FEIN,"Age population, age 23, female, interpolated",WB_Pop,SPPOPAG23FEIN,0.7431862290102101
122,SPPOPAG23MAIN,"Age population, age 23, male, interpolated",WB_Pop,SPPOPAG23MAIN,0.7431862290102101
123,SPPOPAG24FEIN,"Age population, age 24, female, interpolated",WB_Pop,SPPOPAG24FEIN,0.7431862290102101
124,SPPOPAG24MAIN,"Age population, age 24, male, interpolated",WB_Pop,SPPOPAG24MAIN,0.7431862290102101
125,SPPOPAG25FEIN,"Age population, age 25, female, interpolated",WB_Pop,SPPOPAG25FEIN,0.7431862290102101
126,SPPOPAG25MAIN,"Age population, age 25, male, interpolated",WB_Pop,SPPOPAG25MAIN,0.7431862290102101
127,SPDYNCBRTIN,"Birth rate, crude (per 1,000 people)",WB_Pop,SPDYNCBRTIN,0.6782128090456502
128,SPDYNCDRTIN,"Death rate, crude (per 1,000 people)",WB_Pop,SPDYNCDRTIN,0.6772424267994263
129,SPDYNTFRTIN,"Fertility rate, total (births per woman)",WB_Pop,SPDYNTFRTIN,0.6672854611425196
130,SPDYNLE00FEIN,"Life expectancy at birth, female (years)",WB_Pop,SPDYNLE00FEIN,0.6665260315585183
131,SPDYNLE00MAIN,"Life expectancy at birth, male (years)",WB_Pop,SPDYNLE00MAIN,0.6665260315585183
132,SPDYNLE00IN,"Life expectancy at birth, total (years)",WB_Pop,SPDYNLE00IN,0.6665260315585183
133,SPDYNAMRTFE,"Mortality rate, adult, female (per 1,000 female adults)",WB_Pop,SPDYNAMRTFE,0.5953084127921694
134,SPDYNAMRTMA,"Mortality rate, adult, male (per 1,000 male adults)",WB_Pop,SPDYNAMRTMA,0.5953084127921694
135,SPDYNIMRTIN,"Mortality rate, infant (per 1,000 live births)",WB_Pop,SPDYNIMRTIN,0.4989030461564425
136,SPDYNIMRTFEIN,"Mortality rate, infant, female (per 1,000 live births)",WB_Pop,SPDYNIMRTFEIN,0.497890473377774
137,SPDYNIMRTMAIN,"Mortality rate, infant, male (per 1,000 live births)",WB_Pop,SPDYNIMRTMAIN,0.497890473377774
138,SHDYNNMRT,"Mortality rate, neonatal (per 1,000 live births)",WB_Pop,SHDYNNMRT,0.4357016285545523
139,SHDYNMORT,"Mortality rate, under-5 (per 1,000)",WB_Pop,SHDYNMORT,0.4989030461564425
140,SHDYNMORTFE,"Mortality rate, under-5, female (per 1,000)",WB_Pop,SHDYNMORTFE,0.497890473377774
141,SHDYNMORTMA,"Mortality rate, under-5, male (per 1,000)",WB_Pop,SHDYNMORTMA,0.497890473377774
142,SMPOPNETM,Net migration,WB_Pop,SMPOPNETM,0.1807442409923213
143,SHDTH1014,Number of deaths ages 10-14 years,WB_Pop,SHDTH1014,0.2999746856805333
144,SHDTH1519,Number of deaths ages 15-19 years,WB_Pop,SHDTH1519,0.2999746856805333
145,SHDTH2024,Number of deaths ages 20-24 years,WB_Pop,SHDTH2024,0.2999746856805333
146,SHDTH0509,Number of deaths ages 5-9 years,WB_Pop,SHDTH0509,0.2999746856805333
147,SHDTHIMRT,Number of infant deaths,WB_Pop,SHDTHIMRT,0.495696565690659
148,SHDTHIMRTFE,"Number of infant deaths, female",WB_Pop,SHDTHIMRTFE,0.4944308497173234
149,SHDTHIMRTMA,"Number of infant deaths, male",WB_Pop,SHDTHIMRTMA,0.4944308497173234
150,SHDTHNMRT,Number of neonatal deaths,WB_Pop,SHDTHNMRT,0.4300059066745422
151,SHDTHMORT,Number of under-five deaths,WB_Pop,SHDTHMORT,0.4795797822968526
152,SHDTHMORTFE,"Number of under-five deaths, female",WB_Pop,SHDTHMORTFE,0.478314066323517
153,SHDTHMORTMA,"Number of under-five deaths, male",WB_Pop,SHDTHMORTMA,0.478314066323517
154,SPPOP0004FE,"Population ages 00-04, female",WB_Pop,SPPOP0004FE,0.9107248333473968
155,SPPOP0004FE5Y,"Population ages 00-04, female (% of female population)",WB_Pop,SPPOP0004FE5Y,0.912117120918066
156,SPPOP0004MA,"Population ages 00-04, male",WB_Pop,SPPOP0004MA,0.9107248333473968
157,SPPOP0004MA5Y,"Population ages 00-04, male (% of male population)",WB_Pop,SPPOP0004MA5Y,0.912117120918066
158,SPPOP0014TOZS,Population ages 0-14 (% of total population),WB_Pop,SPPOP0014TOZS,0.912117120918066
159,SPPOP0014FEIN,"Population ages 0-14, female",WB_Pop,SPPOP0014FEIN,0.9107248333473968
160,SPPOP0014FEZS,"Population ages 0-14, female (% of female population)",WB_Pop,SPPOP0014FEZS,0.912117120918066
161,SPPOP0014MAIN,"Population ages 0-14, male",WB_Pop,SPPOP0014MAIN,0.9107248333473968
162,SPPOP0014MAZS,"Population ages 0-14, male (% of male population)",WB_Pop,SPPOP0014MAZS,0.912117120918066
163,SPPOP0014TO,"Population ages 0-14, total",WB_Pop,SPPOP0014TO,0.9107248333473968
164,SPPOP0509FE,"Population ages 05-09, female",WB_Pop,SPPOP0509FE,0.9107248333473968
165,SPPOP0509FE5Y,"Population ages 05-09, female (% of female population)",WB_Pop,SPPOP0509FE5Y,0.912117120918066
166,SPPOP0509MA,"Population ages 05-09, male",WB_Pop,SPPOP0509MA,0.9107248333473968
167,SPPOP0509MA5Y,"Population ages 05-09, male (% of male population)",WB_Pop,SPPOP0509MA5Y,0.912117120918066
168,SPPOP1014FE,"Population ages 10-14, female",WB_Pop,SPPOP1014FE,0.9107248333473968
169,SPPOP1014FE5Y,"Population ages 10-14, female (% of female population)",WB_Pop,SPPOP1014FE5Y,0.912117120918066
170,SPPOP1014MA,"Population ages 10-14, male",WB_Pop,SPPOP1014MA,0.9107248333473968
171,SPPOP1014MA5Y,"Population ages 10-14, male (% of male population)",WB_Pop,SPPOP1014MA5Y,0.912117120918066
172,SPPOP1519FE,"Population ages 15-19, female",WB_Pop,SPPOP1519FE,0.9107248333473968
173,SPPOP1519FE5Y,"Population ages 15-19, female (% of female population)",WB_Pop,SPPOP1519FE5Y,0.912117120918066
174,SPPOP1519MA,"Population ages 15-19, male",WB_Pop,SPPOP1519MA,0.9107248333473968
175,SPPOP1519MA5Y,"Population ages 15-19, male (% of male population)",WB_Pop,SPPOP1519MA5Y,0.912117120918066
176,SPPOP1564TOZS,Population ages 15-64 (% of total population),WB_Pop,SPPOP1564TOZS,0.912117120918066
177,SPPOP1564FEIN,"Population ages 15-64, female",WB_Pop,SPPOP1564FEIN,0.9107248333473968
178,SPPOP1564FEZS,"Population ages 15-64, female (% of female population)",WB_Pop,SPPOP1564FEZS,0.912117120918066
179,SPPOP1564MAIN,"Population ages 15-64, male",WB_Pop,SPPOP1564MAIN,0.9107248333473968
180,SPPOP1564MAZS,"Population ages 15-64, male (% of male population)",WB_Pop,SPPOP1564MAZS,0.912117120918066
181,SPPOP1564TO,"Population ages 15-64, total",WB_Pop,SPPOP1564TO,0.9107248333473968
182,SPPOP2024FE,"Population ages 20-24, female",WB_Pop,SPPOP2024FE,0.9107248333473968
183,SPPOP2024FE5Y,"Population ages 20-24, female (% of female population)",WB_Pop,SPPOP2024FE5Y,0.912117120918066
184,SPPOP2024MA,"Population ages 20-24, male",WB_Pop,SPPOP2024MA,0.9107248333473968
185,SPPOP2024MA5Y,"Population ages 20-24, male (% of male population)",WB_Pop,SPPOP2024MA5Y,0.912117120918066
186,SPPOP2529FE,"Population ages 25-29, female",WB_Pop,SPPOP2529FE,0.9107248333473968
187,SPPOP2529FE5Y,"Population ages 25-29, female (% of female population)",WB_Pop,SPPOP2529FE5Y,0.912117120918066
188,SPPOP2529MA,"Population ages 25-29, male",WB_Pop,SPPOP2529MA,0.9107248333473968
189,SPPOP2529MA5Y,"Population ages 25-29, male (% of male population)",WB_Pop,SPPOP2529MA5Y,0.912117120918066
190,SPPOP3034FE,"Population ages 30-34, female",WB_Pop,SPPOP3034FE,0.9107248333473968
191,SPPOP3034FE5Y,"Population ages 30-34, female (% of female population)",WB_Pop,SPPOP3034FE5Y,0.912117120918066
192,SPPOP3034MA,"Population ages 30-34, male",WB_Pop,SPPOP3034MA,0.9107248333473968
193,SPPOP3034MA5Y,"Population ages 30-34, male (% of male population)",WB_Pop,SPPOP3034MA5Y,0.912117120918066
194,SPPOP3539FE,"Population ages 35-39, female",WB_Pop,SPPOP3539FE,0.9107248333473968
195,SPPOP3539FE5Y,"Population ages 35-39, female (% of female population)",WB_Pop,SPPOP3539FE5Y,0.912117120918066
196,SPPOP3539MA,"Population ages 35-39, male",WB_Pop,SPPOP3539MA,0.9107248333473968
197,SPPOP3539MA5Y,"Population ages 35-39, male (% of male population)",WB_Pop,SPPOP3539MA5Y,0.912117120918066
198,SPPOP4044FE,"Population ages 40-44, female",WB_Pop,SPPOP4044FE,0.9107248333473968
199,SPPOP4044FE5Y,"Population ages 40-44, female (% of female population)",WB_Pop,SPPOP4044FE5Y,0.912117120918066
200,SPPOP4044MA,"Population ages 40-44, male",WB_Pop,SPPOP4044MA,0.9107248333473968
201,SPPOP4044MA5Y,"Population ages 40-44, male (% of male population)",WB_Pop,SPPOP4044MA5Y,0.912117120918066
202,SPPOP4549FE,"Population ages 45-49, female",WB_Pop,SPPOP4549FE,0.9107248333473968
203,SPPOP4549FE5Y,"Population ages 45-49, female (% of female population)",WB_Pop,SPPOP4549FE5Y,0.912117120918066
204,SPPOP4549MA,"Population ages 45-49, male",WB_Pop,SPPOP4549MA,0.9107248333473968
205,SPPOP4549MA5Y,"Population ages 45-49, male (% of male population)",WB_Pop,SPPOP4549MA5Y,0.912117120918066
206,SPPOP5054FE,"Population ages 50-54, female",WB_Pop,SPPOP5054FE,0.9107248333473968
207,SPPOP5054FE5Y,"Population ages 50-54, female (% of female population)",WB_Pop,SPPOP5054FE5Y,0.912117120918066
208,SPPOP5054MA,"Population ages 50-54, male",WB_Pop,SPPOP5054MA,0.9107248333473968
209,SPPOP5054MA5Y,"Population ages 50-54, male (% of male population)",WB_Pop,SPPOP5054MA5Y,0.912117120918066
210,SPPOP5559FE,"Population ages 55-59, female",WB_Pop,SPPOP5559FE,0.9107248333473968
211,SPPOP5559FE5Y,"Population ages 55-59, female (% of female population)",WB_Pop,SPPOP5559FE5Y,0.912117120918066
212,SPPOP5559MA,"Population ages 55-59, male",WB_Pop,SPPOP5559MA,0.9107248333473968
213,SPPOP5559MA5Y,"Population ages 55-59, male (% of male population)",WB_Pop,SPPOP5559MA5Y,0.912117120918066
214,SPPOP6064FE,"Population ages 60-64, female",WB_Pop,SPPOP6064FE,0.9107248333473968
215,SPPOP6064FE5Y,"Population ages 60-64, female (% of female population)",WB_Pop,SPPOP6064FE5Y,0.912117120918066
216,SPPOP6064MA,"Population ages 60-64, male",WB_Pop,SPPOP6064MA,0.9107248333473968
217,SPPOP6064MA5Y,"Population ages 60-64, male (% of male population)",WB_Pop,SPPOP6064MA5Y,0.912117120918066
218,SPPOP65UPTOZS,Population ages 65 and above (% of total population),WB_Pop,SPPOP65UPTOZS,0.912117120918066
219,SPPOP65UPFEIN,"Population ages 65 and above, female",WB_Pop,SPPOP65UPFEIN,0.9107248333473968
220,SPPOP65UPFEZS,"Population ages 65 and above, female (% of female population)",WB_Pop,SPPOP65UPFEZS,0.912117120918066
221,SPPOP65UPMAIN,"Population ages 65 and above, male",WB_Pop,SPPOP65UPMAIN,0.9107248333473968
222,SPPOP65UPMAZS,"Population ages 65 and above, male (% of male population)",WB_Pop,SPPOP65UPMAZS,0.912117120918066
223,SPPOP65UPTO,"Population ages 65 and above, total",WB_Pop,SPPOP65UPTO,0.9107248333473968
224,SPPOP6569FE,"Population ages 65-69, female",WB_Pop,SPPOP6569FE,0.9107248333473968
225,SPPOP6569FE5Y,"Population ages 65-69, female (% of female population)",WB_Pop,SPPOP6569FE5Y,0.912117120918066
226,SPPOP6569MA,"Population ages 65-69, male",WB_Pop,SPPOP6569MA,0.9107248333473968
227,SPPOP6569MA5Y,"Population ages 65-69, male (% of male population)",WB_Pop,SPPOP6569MA5Y,0.912117120918066
228,SPPOP7074FE,"Population ages 70-74, female",WB_Pop,SPPOP7074FE,0.9107248333473968
229,SPPOP7074FE5Y,"Population ages 70-74, female (% of female population)",WB_Pop,SPPOP7074FE5Y,0.912117120918066
230,SPPOP7074MA,"Population ages 70-74, male",WB_Pop,SPPOP7074MA,0.9107248333473968
231,SPPOP7074MA5Y,"Population ages 70-74, male (% of male population)",WB_Pop,SPPOP7074MA5Y,0.912117120918066
232,SPPOP7579FE,"Population ages 75-79, female",WB_Pop,SPPOP7579FE,0.9107248333473968
233,SPPOP7579FE5Y,"Population ages 75-79, female (% of female population)",WB_Pop,SPPOP7579FE5Y,0.912117120918066
234,SPPOP7579MA,"Population ages 75-79, male",WB_Pop,SPPOP7579MA,0.9107248333473968
235,SPPOP7579MA5Y,"Population ages 75-79, male (% of male population)",WB_Pop,SPPOP7579MA5Y,0.912117120918066
236,SPPOP80UPFE,"Population ages 80 and above, female",WB_Pop,SPPOP80UPFE,0.9107248333473968
237,SPPOP80UPMA,"Population ages 80 and above, male",WB_Pop,SPPOP80UPMA,0.9107248333473968
238,SPPOP80UPMA5Y,"Population ages 80 and above, male (% of male population)",WB_Pop,SPPOP80UPMA5Y,0.912117120918066
239,SPPOP80UPFE5Y,"Population ages 80 and older, female (% of female population)",WB_Pop,SPPOP80UPFE5Y,0.912117120918066
240,SPPOPGROW,Population growth (annual %),WB_Pop,SPPOPGROW,0.714581048012826
241,SPPOPTOTLFEIN,"Population, female",WB_Pop,SPPOPTOTLFEIN,0.9107248333473968
242,SPPOPTOTLFEZS,"Population, female (% of total population)",WB_Pop,SPPOPTOTLFEZS,0.912117120918066
243,SPPOPTOTLMAIN,"Population, male",WB_Pop,SPPOPTOTLMAIN,0.9107248333473968
244,SPPOPTOTLMAZS,"Population, male (% of total population)",WB_Pop,SPPOPTOTLMAZS,0.912117120918066
