,Country Name,Country Code,Indicator Name,Indicator Code,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Unnamed: 20
12,Afghanistan,AFG,Agriculture survey (Availability score over 10 years),SPI.D4.1.5.AGSVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Afghanistan,AFG,Availability of Comparable Poverty headcount ratio at $1.90 a day (5 year moving average),SPI.D1.5.POV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Afghanistan,AFG,"Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)",SPI.D1.5.CHLD.MORT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
15,Afghanistan,AFG,Business process,SPI.D5.2.10.GSBP,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
16,Afghanistan,AFG,Business/establishment census (Availability score over 20 years),SPI.D4.1.3.BIZZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Afghanistan,AFG,Business/establishment survey (Availability score over 10 years),SPI.D4.1.8.BZSVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Afghanistan,AFG,Central government accounting status,SPI.D5.2.7.CGOV,,,,,,,,,,,,,0.5,0.5,0.5,0.5,
19,Afghanistan,AFG,Classification of household consumption,SPI.D5.2.5.HOUS,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
20,Afghanistan,AFG,Classification of national industry,SPI.D5.2.3.CNIN,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
21,Afghanistan,AFG,Classification of status of employment,SPI.D5.2.6.EMPL,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
22,Afghanistan,AFG,Compilation of government finance statistics,SPI.D5.2.8.FINA,,,,,,,,,,,,,0.5,0.5,0.5,0.5,
23,Afghanistan,AFG,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
24,Afghanistan,AFG,CPI base year,SPI.D5.2.4.CPIBY,,,,,,,,,,,,0.5,0.0,0.0,0.0,0.0,
25,Afghanistan,AFG,CRVS (WDI),SPI.D4.2.3.CRVS,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,
26,Afghanistan,AFG,Dimension 1.5: Data use by international organizations,SPI.DIM1.5.INDEX,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.5,0.7,0.7,0.7,0.7,
27,Afghanistan,AFG,Dimension 2.1: Data Releases,SPI.DIM2.1.INDEX,,,,,,,,,,,,,0.0,0.5,0.5,0.5,
28,Afghanistan,AFG,Dimension 2.2: Online access,SPI.DIM2.2.INDEX,,,,,,,,,,,,0.20199999999999999,0.20199999999999999,0.221,0.297,0.297,
29,Afghanistan,AFG,Dimension 2.4: Data services,SPI.DIM2.4.INDEX,,,,,,,,,,,,,0.0,0.0,1.0,1.0,
30,Afghanistan,AFG,Dimension 3.1: Social Statistics,SPI.DIM3.1.INDEX,0.3565,0.3615,0.40383333333333293,0.4593333333333329,0.4593333333333329,0.4395,0.4366666666666671,0.47,0.503333333333333,0.564666666666667,0.5325,0.567333333333333,0.571666666666667,0.684666666666667,0.693,0.693,
31,Afghanistan,AFG,Dimension 3.2: Economic Statistics,SPI.DIM3.2.INDEX,0.4513333333333329,0.4818333333333329,0.4818333333333329,0.4818333333333329,0.4971666666666671,0.4971666666666671,0.4325,0.4258333333333329,0.4258333333333329,0.4398333333333329,0.4398333333333329,0.4536666666666671,0.48700000000000004,0.619333333333333,0.6125,0.608833333333333,
32,Afghanistan,AFG,Dimension 3.3: Environmental Statistics,SPI.DIM3.3.INDEX,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4445,0.4445,0.4445,0.4445,0.9445,0.9445,0.9445,
33,Afghanistan,AFG,Dimension 3.4: Institutional Statistics,SPI.DIM3.4.INDEX,0.45,0.5710000000000001,0.5075,0.5075,0.7065,0.7065,0.625,0.6459999999999999,0.6459999999999999,0.521,0.5835,0.778,0.764,0.778,0.639,0.6145,
34,Afghanistan,AFG,Dimension 4.1: Censuses and Surveys - Censuses only,SPI.DIM4.1.CEN.INDEX,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
35,Afghanistan,AFG,Dimension 4.1: Censuses and Surveys - Surveys only,SPI.DIM4.1.SVY.INDEX,0.266,0.33399999999999996,0.33399999999999996,0.4,0.33399999999999996,0.33399999999999996,0.4,0.4,0.4,0.466,0.4,0.466,0.466,0.466,0.466,0.466,
36,Afghanistan,AFG,Dimension 4.2: Administrative Data,SPI.DIM4.2.INDEX,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,
37,Afghanistan,AFG,Dimension 4.3: Geospatial Data,SPI.DIM4.3.INDEX,,,,,,,,,,,,0.317,0.317,0.071,0.157,0.157,
38,Afghanistan,AFG,Dimension 5.1: Legislation and governance,SPI.DIM5.1.INDEX,,,,,,,,,,,,,,,,,
39,Afghanistan,AFG,Dimension 5.2: Standards and Methods,SPI.DIM5.2.INDEX,,,,,,,,,,,,,0.35,0.35,0.35,0.35,
40,Afghanistan,AFG,Dimension 5.5: Finance,SPI.DIM5.5.INDEX,,,,,,,,,,,,,,,,,
41,Afghanistan,AFG,Education (UNESCO) (5 year moving average),SPI.D4.2.2.EDU,,,,,,,,,,,,,,,,,
42,Afghanistan,AFG,Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1,SPI.D5.5.DIFI,,,,,,,,,,,,,,,,,
43,Afghanistan,AFG,Geospatial data available at 1st Admin Level,SPI.D4.3.GEO.first.admin.level,,,,,,,,,,,,0.317,0.317,0.071,0.157,0.157,
44,Afghanistan,AFG,GOAL 1: No Poverty (5 year moving average),SPI.D3.1.POV,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.5,0.5,0.5,0.5,0.5,0.5,0.429,0.28600000000000003,0.7140000000000001,0.7140000000000001,0.7140000000000001,
45,Afghanistan,AFG,GOAL 10: Reduced Inequality (5 year moving average),SPI.D3.10.NEQL,0.33299999999999996,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.33299999999999996,
46,Afghanistan,AFG,GOAL 11: Sustainable Cities and Communities (5 year moving average),SPI.D3.11.CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.8,0.8,
47,Afghanistan,AFG,GOAL 12: Responsible Consumption and Production (5 year moving average),SPI.D3.12.CNSP,1.0,1.0,1.0,1.0,1.0,1.0,0.667,0.667,0.667,0.667,0.667,0.75,0.75,0.75,0.75,0.75,
48,Afghanistan,AFG,GOAL 13: Climate Action (5 year moving average),SPI.D3.13.CLMT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,
49,Afghanistan,AFG,GOAL 14: Life Below Water (5 year moving average),SPI.D3.14.LFWT,,,,,,,,,,,,,,,,,
50,Afghanistan,AFG,GOAL 15: Life on Land (5 year moving average),SPI.D3.15.LAND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.889,0.889,0.889,0.889,0.889,0.889,0.889,
51,Afghanistan,AFG,GOAL 16: Peace and Justice Strong Institutions (5 year moving average),SPI.D3.16.INST,0.5,0.5710000000000001,0.444,0.444,0.556,0.556,0.5,0.625,0.625,0.375,0.5,0.889,0.778,0.778,0.778,0.667,
52,Afghanistan,AFG,GOAL 17: Partnerships to achieve the Goal (5 year moving average),SPI.D3.17.PTNS,0.4,0.5710000000000001,0.5710000000000001,0.5710000000000001,0.857,0.857,0.75,0.667,0.667,0.667,0.667,0.667,0.75,0.778,0.5,0.562,
53,Afghanistan,AFG,GOAL 2: Zero Hunger (5 year moving average),SPI.D3.2.HNGR,0.833,0.857,0.857,0.857,0.857,0.5710000000000001,0.5710000000000001,0.5710000000000001,0.5710000000000001,0.857,0.75,0.889,0.889,0.889,0.889,0.889,
54,Afghanistan,AFG,GOAL 3: Good Health and Well-being (5 year moving average),SPI.D3.3.HLTH,0.556,0.562,0.562,0.562,0.562,0.562,0.706,0.706,0.706,0.706,0.706,0.722,0.8,0.8,0.8,0.8,
55,Afghanistan,AFG,GOAL 4: Quality Education (5 year moving average),SPI.D3.4.EDUC,0.0,0.0,0.111,0.111,0.111,0.111,0.1,0.3,0.3,0.4,0.364,0.364,0.455,0.455,0.455,0.455,
56,Afghanistan,AFG,GOAL 5: Gender Equality (5 year moving average),SPI.D3.5.GEND,0.0,0.0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.125,0.125,0.25,0.25,0.5,0.5,0.5,
57,Afghanistan,AFG,GOAL 6: Clean Water and Sanitation (5 year moving average),SPI.D3.6.WTRS,0.75,0.75,0.75,0.75,0.75,0.75,0.6,0.6,0.8,0.8,0.75,0.75,0.75,0.75,0.8,0.8,
58,Afghanistan,AFG,GOAL 7: Affordable and Clean Energy (5 year moving average),SPI.D3.7.ENRG,1.0,0.9329999999999999,0.9329999999999999,0.9329999999999999,0.9329999999999999,0.9329999999999999,0.9329999999999999,0.9329999999999999,0.9329999999999999,0.9329999999999999,0.9329999999999999,0.9329999999999999,0.9329999999999999,0.9329999999999999,0.9329999999999999,0.9329999999999999,
59,Afghanistan,AFG,GOAL 8: Decent Work and Economic Growth (5 year moving average),SPI.D3.8.WORK,0.25,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.3,0.3,0.273,0.33299999999999996,0.33299999999999996,0.41700000000000004,0.41700000000000004,0.41700000000000004,0.41700000000000004,0.5,0.41700000000000004,0.462,
60,Afghanistan,AFG,"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",SPI.D3.9.INDY,0.125,0.125,0.125,0.125,0.25,0.25,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.33299999999999996,0.375,0.375,
61,Afghanistan,AFG,Health/Demographic survey (Availability score over 10 years),SPI.D4.1.7.HLTH,1.0,1.0,1.0,1.0,0.67,0.67,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,
62,Afghanistan,AFG,"Household Survey on income, etc  (Availability score over 10 years)",SPI.D4.1.4.HOUS,0.33,0.67,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
63,Afghanistan,AFG,Labor Admin (ILO) (5 year moving average),SPI.D4.2.4.LBR,,,,,,,,,,,,,,,,,
64,Afghanistan,AFG,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
65,Afghanistan,AFG,Labor Force Survey (Availability score over 10 years),SPI.D4.1.6.LABR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.33,0.33,0.33,
66,Afghanistan,AFG,Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,SPI.D5.1.DILG,,,,,,,,,,,,,,,,,
67,Afghanistan,AFG,NADA metadata,SPI.D2.4.NADA,,,,,,,,,,,,,0.0,0.0,1.0,1.0,
68,Afghanistan,AFG,NADA metadata link,RAW.D2.4.NADA_text,,,,,,,,,,,,,,,,,
69,Afghanistan,AFG,National Accounts base year,SPI.D5.2.2.NABY,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
70,Afghanistan,AFG,NSO Website - advisory/analytical services,SPI.D2.3.DSAS,,,,,,,,,,,,,,,,,
71,Afghanistan,AFG,NSO Website - private/citizen generated data,SPI.D4.4.SOPC,,,,,,,,,,,,,,,,,
72,Afghanistan,AFG,ODIN Open Data Openness score,SPI.D2.2.Openness.subscore,,,,,,,,,,,,0.20199999999999999,0.20199999999999999,0.221,0.297,0.297,
73,Afghanistan,AFG,PARIS21 indicator on data literacy,SPI.D5.3.DISK,,,,,,,,,,,,,,,,,
74,Afghanistan,AFG,Partnerships,SPI.D5.4.DIPN,,,,,,,,,,,,,,,,,
75,Afghanistan,AFG,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,50.0,70.0,70.0,70.0,70.0,
76,Afghanistan,AFG,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,,,,,,,,,,,,,6.73333333333333,24.033333333333303,59.9,59.9,
77,Afghanistan,AFG,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,,45.0125,45.80625,47.8875,50.95,50.20625,46.65625,47.91875,49.16875,49.7375,49.3125,53.56875,54.80625,70.43125,68.75,68.30625,
78,Afghanistan,AFG,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,,,,,,,,,,,,,19.575,13.425,15.575,15.575,
79,Afghanistan,AFG,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,,,,,,,,,,,,,35.0,35.0,35.0,35.0,
80,Afghanistan,AFG,Population & Housing census (Availability score over 20 years),SPI.D4.1.1.POPU,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
81,Afghanistan,AFG,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
82,Afghanistan,AFG,Raw info for  PARIS21 indicator on data literacy,RAW.5.3.DISK,,,,,,,,,,,,,,,,,
83,Afghanistan,AFG,Raw info for Business process,RAW.D5.2.10.GSBP,,,,,,,,,,,,,,,,,
84,Afghanistan,AFG,Raw info for Central government accounting status,RAW.D5.2.7.CGOV,,,,,,,,,,,,,,,,,
85,Afghanistan,AFG,Raw info for Classification of household consumption,RAW.D5.2.5.HOUS,,,,,,,,,,,,,,,,,
86,Afghanistan,AFG,Raw info for Classification of national industry,RAW.D5.2.3.CNIN,,,,,,,,,,,,,,,,,
87,Afghanistan,AFG,Raw info for Classification of status of employment,RAW.D5.2.6.EMPL,,,,,,,,,,,,,,,,,
88,Afghanistan,AFG,Raw info for Compilation of government finance statistics,RAW.D5.2.8.FINA,,,,,,,,,,,,,,,,,
89,Afghanistan,AFG,Raw info for Compilation of monetary and financial statistics,RAW.D5.2.9.MONY,,,,,,,,,,,,,,,,,
90,Afghanistan,AFG,Raw info for CPI base year,RAW.D5.2.4.CPIBY,,,,,,,,,,,,,,,,,
91,Afghanistan,AFG,Raw info for Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1,RAW.5.5.DIFI,,,,,,,,,,,,,,,,,
92,Afghanistan,AFG,Raw info for Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,RAW.5.1.DILG,,,,,,,,,,,,,,,,,
93,Afghanistan,AFG,Raw info for NADA metadata,RAW.D2.4.NADA,,,,,,,,,,,,,,,,,
94,Afghanistan,AFG,Raw info for National Accounts base year,RAW.D5.2.2.NABY,,,,,,,,,,,,,,,,,
95,Afghanistan,AFG,Raw info for NSO Website,RAW.5.4.DIPN,,,,,,,,,,,,,,,,,
96,Afghanistan,AFG,Raw info for SDDS/e-GDDS subscription,RAW.D2.1.IDDS,,,,,,,,,,,,,,,,,
97,Afghanistan,AFG,Raw info for System of national accounts in use,RAW.D5.2.1.SNAU,,,,,,,,,,,,,,,,,
98,Afghanistan,AFG,Raw score for Geospatial data available at 1st Admin Level,RAW.D4.3.GEO.1st.admin.level,,,,,,,,,,,,,,,,,
99,Afghanistan,AFG,Raw score for Geospatial data available at 2nd Admin Level,RAW.D4.3.GEO.2nd.admin.level,,,,,,,,,,,,,,,,,
100,Afghanistan,AFG,Raw score for ODIN Download Options score,RAW.D2.2.Download.options,,,,,,,,,,,,0.0,0.0,0.165,0.179,0.179,
101,Afghanistan,AFG,Raw score for ODIN Machine Readability Score,RAW.D2.2.Machine.readable,,,,,,,,,,,,0.49,0.49,0.265,0.198,0.198,
102,Afghanistan,AFG,Raw score for ODIN Metadata Availability score,RAW.D2.2.Metadata.available,,,,,,,,,,,,0.521,0.521,0.159,0.38,0.38,
103,Afghanistan,AFG,Raw score for ODIN Non Proprietary Data Format score,RAW.D2.2.Non.proprietary,,,,,,,,,,,,0.0,0.0,0.516,0.7290000000000001,0.7290000000000001,
104,Afghanistan,AFG,Raw score for ODIN Open Data Openness score,RAW.D2.2.Openness.subscore,,,,,,,,,,,,,,,,,
105,Afghanistan,AFG,Raw score for ODIN Terms of Use score,RAW.D2.2.Terms.of.use,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,
106,Afghanistan,AFG,Safely Managed Drinking Water,SPI.D1.5.SAFE.MAN.WATER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
107,Afghanistan,AFG,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,,,,,,,,,,,,,0.0,0.5,0.5,0.5,
108,Afghanistan,AFG,Social Protection Admin (ASPIRE) (5 year moving average),SPI.D4.2.1.SPL,,,,,,,,,,,,,,,,,
109,Afghanistan,AFG,SPI Overall Score,SPI.INDEX,,,,,,,,,,,,,37.222916666666706,42.5779166666667,49.845,49.75625,
110,Afghanistan,AFG,System of national accounts in use,SPI.D5.2.1.SNAU,,,,,,,,,,,,,0.5,0.5,0.5,0.5,
111,Afghanistan,AFG,Years of Agriculture census,RAW.D4.1.2.AGRI.CENSUS,,,,,,,,,,,,,,,,,
112,Afghanistan,AFG,Years of Agriculture survey,RAW.D4.1.5.AGRI.SURVEYS,,,,,,,,,,,,,,,,,
113,Afghanistan,AFG,Years of Business/establishment census,RAW.D4.1.3.BIZZ.CENSUS,,,,,,,,,,,,,,,,,
114,Afghanistan,AFG,Years of Business/establishment survey,RAW.D4.1.8.BIZZ.SURVEYS,,,,,,,,,,,,,,,,,
115,Afghanistan,AFG,Years of Health/Demographic survey,RAW.D4.1.7.HLTH.SURVEYS,,,,,,,,,,,,,,,,,
116,Afghanistan,AFG,"Years of Household Survey on income, etc",RAW.D4.1.4.HOUS.SURVEYS,,,,,,,,,,,,,,,,,
117,Afghanistan,AFG,Years of Labor Force Survey,RAW.D4.1.6.LABR.SURVEYS,,,,,,,,,,,,,,,,,
118,Afghanistan,AFG,Years of Population & Housing census,RAW.D4.1.1.POPU.CENSUS,,,,,,,,,,,,,,,,,
119,Albania,ALB,Administrative Data for CRVS (WDI),RAW.D4.2.3.CRVS,,,,,,,,,,,,,,,,,
120,Albania,ALB,Administrative Data for Education (UNESCO) on nationally-representative learning assessment,RAW.D4.2.2.EDU.NAS,,,,,,,,,,,,,,,,,
121,Albania,ALB,Administrative Data for Education (UNESCO) on out-of-school rate,RAW.D4.2.2.EDU.OOS,,,,,,,,,,,,,,,,,
122,Albania,ALB,Administrative Data for Education (UNESCO) on participation rate in organized learning,RAW.D4.2.2.EDU.ORGL,,,,,,,,,,,,,,,,,
123,Albania,ALB,Administrative Data for Labor Admin (ILO) on employment office records,RAW.D4.2.4.LBR.EMPOFF,,,,,,,,,,,,,,,,,
124,Albania,ALB,Administrative Data for Labor Admin (ILO) on insurance records,RAW.D4.2.4.LBR.INSUR,,,,,,,,,,,,,,,,,
125,Albania,ALB,Administrative Data for Labor Admin (ILO) on labor inspectorate records,RAW.D4.2.4.LBR.INSP,,,,,,,,,,,,,,,,,
126,Albania,ALB,Administrative Data for Labor Admin (ILO) on other administrative records,RAW.D4.2.4.LBR.OTHER,,,,,,,,,,,,,,,,,
127,Albania,ALB,Administrative Data for Labor Admin (ILO) on records of employers' organizations,RAW.D4.2.4.LBR.EMPORG,,,,,,,,,,,,,,,,,
128,Albania,ALB,Administrative Data for Labor Admin (ILO) on records of workers' organizations,RAW.D4.2.4.LBR.WRKORG,,,,,,,,,,,,,,,,,
129,Albania,ALB,Administrative Data for Social Protection Admin (ASPIRE),RAW.D4.2.1.SPL,,,,,,,,,,,,,,,,,
130,Albania,ALB,Agriculture census (Availability score over 20 years),SPI.D4.1.2.AGRI,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
131,Albania,ALB,Agriculture survey (Availability score over 10 years),SPI.D4.1.5.AGSVY,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
132,Albania,ALB,Availability of Comparable Poverty headcount ratio at $1.90 a day (5 year moving average),SPI.D1.5.POV,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,
133,Albania,ALB,"Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)",SPI.D1.5.CHLD.MORT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
134,Albania,ALB,Business process,SPI.D5.2.10.GSBP,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
135,Albania,ALB,Business/establishment census (Availability score over 20 years),SPI.D4.1.3.BIZZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
136,Albania,ALB,Business/establishment survey (Availability score over 10 years),SPI.D4.1.8.BZSVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
137,Albania,ALB,Central government accounting status,SPI.D5.2.7.CGOV,,,,,,,,,,,,,1.0,1.0,1.0,0.0,
138,Albania,ALB,Classification of household consumption,SPI.D5.2.5.HOUS,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
139,Albania,ALB,Classification of national industry,SPI.D5.2.3.CNIN,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
140,Albania,ALB,Classification of status of employment,SPI.D5.2.6.EMPL,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
141,Albania,ALB,Compilation of government finance statistics,SPI.D5.2.8.FINA,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
142,Albania,ALB,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
143,Albania,ALB,CPI base year,SPI.D5.2.4.CPIBY,,,,,,,,,,,,1.0,0.5,0.5,0.5,0.5,
144,Albania,ALB,CRVS (WDI),SPI.D4.2.3.CRVS,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,
145,Albania,ALB,Dimension 1.5: Data use by international organizations,SPI.DIM1.5.INDEX,0.2,0.4,0.4,0.4,0.4,0.4,0.6,0.5,0.6,0.6,0.5,0.8,1.0,1.0,1.0,1.0,
146,Albania,ALB,Dimension 2.1: Data Releases,SPI.DIM2.1.INDEX,,,,,,,,,,,,,0.0,0.5,0.5,0.5,
147,Albania,ALB,Dimension 2.2: Online access,SPI.DIM2.2.INDEX,,,,,,,,,,,,0.319,0.544,0.5770000000000001,0.593,0.593,
148,Albania,ALB,Dimension 2.4: Data services,SPI.DIM2.4.INDEX,,,,,,,,,,,,,0.0,0.0,1.0,1.0,
149,Albania,ALB,Dimension 3.1: Social Statistics,SPI.DIM3.1.INDEX,0.504,0.713833333333333,0.712333333333333,0.754833333333333,0.754833333333333,0.7868333333333329,0.756166666666667,0.7798333333333329,0.7798333333333329,0.768,0.651333333333333,0.654,0.637333333333333,0.6865,0.7829999999999999,0.7829999999999999,
150,Albania,ALB,Dimension 3.2: Economic Statistics,SPI.DIM3.2.INDEX,0.3615,0.4865,0.4865,0.601,0.6125,0.6125,0.580666666666667,0.5870000000000001,0.559333333333333,0.577833333333333,0.605666666666667,0.561,0.577666666666667,0.637833333333333,0.661166666666667,0.629833333333333,
151,Albania,ALB,Dimension 3.3: Environmental Statistics,SPI.DIM3.3.INDEX,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9445,0.9445,0.6945,0.6945,0.6945,0.9445,0.9445,
152,Albania,ALB,Dimension 3.4: Institutional Statistics,SPI.DIM3.4.INDEX,0.5835,0.6695,0.5905,0.6459999999999999,0.6459999999999999,0.6459999999999999,0.5905,0.6875,0.625,0.6875,0.6875,0.7085,0.7085,0.7225,0.625,0.6335,
153,Albania,ALB,Dimension 4.1: Censuses and Surveys - Censuses only,SPI.DIM4.1.CEN.INDEX,,,,,,,,,,,,,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,
154,Albania,ALB,Dimension 4.1: Censuses and Surveys - Surveys only,SPI.DIM4.1.SVY.INDEX,0.4,0.466,0.4,0.466,0.534,0.6,0.6,0.6,0.6,0.534,0.534,0.534,0.466,0.534,0.534,0.534,
155,Albania,ALB,Dimension 4.2: Administrative Data,SPI.DIM4.2.INDEX,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,
156,Albania,ALB,Dimension 4.3: Geospatial Data,SPI.DIM4.3.INDEX,,,,,,,,,,,,0.231,0.19899999999999998,0.0,0.177,0.177,
157,Albania,ALB,Dimension 5.1: Legislation and governance,SPI.DIM5.1.INDEX,,,,,,,,,,,,,,,,1.0,
158,Albania,ALB,Dimension 5.2: Standards and Methods,SPI.DIM5.2.INDEX,,,,,,,,,,,,,0.8,0.8,0.85,0.75,
159,Albania,ALB,Dimension 5.5: Finance,SPI.DIM5.5.INDEX,,,,,,,,,,,,,,,,0.0,
160,Albania,ALB,Education (UNESCO) (5 year moving average),SPI.D4.2.2.EDU,,,,,,,,,,,,,,,,,
